Judul,Penulis,Rating,Jumlah_Voter,Link_Cover,Halaman_Sumber
"Cress (The Lunar Chronicles, #3)",Marissa Meyer,4.4,404426,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470057005i/13206828._SY75_.jpg,7
Sapiens: A Brief History of Humankind,Yuval Noah Harari,4.33,1261439,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1703329310i/23692271._SY75_.jpg,7
The Polar Express,Chris Van Allsburg,4.32,248603,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1638557399i/420282._SX50_.jpg,7
"Torment (Fallen, #2)",Lauren Kate,3.84,245078,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362339749i/7740152._SY75_.jpg,7
"Perfect Chemistry (Perfect Chemistry, #1)",Simone Elkeles,4.04,263389,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439792475i/4268157._SX50_.jpg,7
"Little House in the Big Woods (Little House, #1)",Laura Ingalls Wilder,4.21,285899,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1743630755i/8337._SY75_.jpg,7
"Angelfall (Penryn & the End of Days, #1)",Susan Ee,4.1,198747,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464206558i/15863832._SY75_.jpg,7
Sarah's Key,Tatiana de Rosnay,4.18,495114,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438863728i/556602._SX50_.jpg,7
Into Thin Air: A Personal Account of the Mt. Everest Disaster,Jon Krakauer,4.26,568371,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631501298i/1898._SY75_.jpg,7
"The Horse and His Boy (Chronicles of Narnia, #5)",C.S. Lewis,3.91,392123,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1703358949i/84119._SX50_.jpg,7
"A Great and Terrible Beauty (Gemma Doyle, #1)",Libba Bray,3.8,225595,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1284558475i/3682._SY75_.jpg,7
"The Darkest Minds (The Darkest Minds, #1)",Alexandra Bracken,4.15,207034,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343178841i/10576365._SY75_.jpg,7
"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer,4.23,460851,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470056982i/13206760._SY75_.jpg,7
"The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass (The Mortal Instruments, #1-3)",Cassandra Clare,4.55,68965,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312016549i/6485421._SX50_.jpg,7
"Chocolat (Chocolat, #1)",Joanne Harris,3.96,131265,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388674628i/47401._SY75_.jpg,7
"Sabriel (Abhorsen, #1)",Garth Nix,4.16,218405,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1293655399i/518848._SY75_.jpg,7
The Westing Game,Ellen Raskin,3.99,235233,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356850909i/902._SX50_.jpg,7
"Swann’s Way (In Search of Lost Time, #1)",Marcel Proust,4.16,68337,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1735845760i/12749._SX50_.jpg,7
No Country for Old Men,Cormac McCarthy,4.17,247489,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443231179i/12497._SY75_.jpg,7
The Last Lecture,Randy Pausch,4.26,363643,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529682044i/40611510._SX50_.jpg,7
The Art of War,Sun Tzu,3.94,571383,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630683326i/10534._SY75_.jpg,7
What Lies in the Woods,Kate Alice Marshall,3.94,200765,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1652628677i/60784373._SY75_.jpg,7
The Summoning (Darkest Powers #1),Kelley Armstrong,4.03,176469,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1478986944i/2800905._SY75_.jpg,7
Twelfth Night,William Shakespeare,3.96,194597,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1561384026i/1625._SY75_.jpg,7
"The Unbecoming of Mara Dyer (Mara Dyer, #1)",Michelle Hodkin,4.01,190823,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336655755i/11408650._SX50_.jpg,7
"Halfway to the Grave (Night Huntress, #1)",Jeaniene Frost,4.13,164774,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373855613i/1421990._SY75_.jpg,7
"Silence (Hush, Hush, #3)",Becca Fitzpatrick,4.07,295497,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362408152i/10637766._SY75_.jpg,7
"I Am Number Four (Lorien Legacies, #1)",Pittacus Lore,3.93,352001,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1305807140i/7747374._SY75_.jpg,7
Just Listen,Sarah Dessen,4.05,250508,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358270741i/51738._SY75_.jpg,7
"The Goose Girl (The Books of Bayern, #1)",Shannon Hale,4.15,148459,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1617553319i/179064._SY75_.jpg,7
Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,Greg Mortenson,3.66,358678,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395407074i/49436._SY75_.jpg,7
Lady Chatterley’s Lover,D.H. Lawrence,3.5,137865,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1215571713i/32049._SY75_.jpg,7
Project Hail Mary,Andy Weir,4.5,1118442,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1764703833i/54493401._SY75_.jpg,8
I Capture the Castle,Dodie Smith,3.98,115344,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385316083i/31122._SX50_.jpg,8
"Kingdom of Ash (Throne of Glass, #7)",Sarah J. Maas,4.71,1085580,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1531922609i/33590260._SY75_.jpg,8
Nine Stories,J.D. Salinger,4.18,154757,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554892563i/4009._SY75_.jpg,8
"Ishmael (Ishmael, #1)",Daniel Quinn,4.01,104422,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529680413i/40611328._SY75_.jpg,8
"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,4.11,271090,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1295660894i/7967._SY75_.jpg,8
"Trainspotting (Mark Renton, #2)",Irvine Welsh,4.11,179139,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353033083i/135836._SY75_.jpg,8
"The Last Unicorn (The Last Unicorn, #1)",Peter S. Beagle,4.16,122572,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1524764327i/29127._SY75_.jpg,8
The Truth About Forever,Sarah Dessen,4.12,226244,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362767907i/51737._SY75_.jpg,8
"Dead to the World (Sookie Stackhouse, #4)",Charlaine Harris,4.12,267135,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468561630i/140077._SY75_.jpg,8
Julius Caesar,William Shakespeare,3.71,219371,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631505382i/13006._SX50_.jpg,8
The Holy Bible: King James Version,Anonymous,4.45,318295,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631816305i/1923820._SY75_.jpg,8
"The Bronze Horseman (The Bronze Horseman, #1)",Paullina Simons,4.29,94650,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327921996i/83144._SY75_.jpg,8
"You Are Special (Wemmicksville, #1)",Max Lucado,4.45,53718,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348346102i/56728._SX50_.jpg,8
Demian: Die Geschichte von Emil Sinclairs Jugend,Hermann Hesse,4.14,135668,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421510580i/24861._SY75_.jpg,8
The Glass Castle,Jeannette Walls,4.33,1362509,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523542886i/7445._SY75_.jpg,8
The Hours,Michael Cunningham,3.96,148800,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479663379i/11899._SY75_.jpg,8
"Drums of Autumn (Outlander, #4)",Diana Gabaldon,4.36,269133,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1536699977i/40909452._SY75_.jpg,8
"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,4.01,360894,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353424536i/13642._SY75_.jpg,8
The Arabian Nights,Anonymous,4.03,81927,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1657544409i/93101._SY75_.jpg,8
Cyrano de Bergerac,Edmond Rostand,4.06,90932,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386920459i/15638._SY75_.jpg,8
"Acheron (Dark-Hunter, #14)",Sherrilyn Kenyon,4.56,61656,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437687512i/2299110._SY75_.jpg,8
"World Without End (Kingsbridge, #2)",Ken Follett,4.32,275972,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509545511i/5064._SY75_.jpg,8
"Slammed (Slammed, #1)",Colleen Hoover,4.14,448459,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1761077859i/30333938._SY75_.jpg,8
The Glass Menagerie,Tennessee Williams,3.74,143295,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391591003i/92517._SY75_.jpg,8
"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",Jenny Han,4.04,1058453,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372086100i/15749186._SY75_.jpg,8
"Good Girl, Bad Blood (A Good Girl's Guide to Murder, #2)",Holly  Jackson,4.25,778494,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588319723i/51335759._SY75_.jpg,8
"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,4.16,4202338,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1620324329i/50659467._SY75_.jpg,8
"Carry On (Simon Snow, #1)",Rainbow Rowell,4.16,333913,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1481729252i/32768522._SX50_.jpg,8
"1Q84 (1Q84, #1-3)",Haruki Murakami,3.95,339888,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483103331i/10357575._SX50_.jpg,8
"The Knife of Never Letting Go (Chaos Walking, #1)",Patrick Ness,3.98,204207,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534503008i/20758104._SY75_.jpg,8
Pericles and Aspasia: A Story of Ancient Greece,Yvonne Korshak,4.29,15800,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1665706704i/62986809._SY75_.jpg,8
We Need to Talk About Kevin,Lionel Shriver,4.08,212949,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327865017i/80660._SY75_.jpg,8
"The Silver Chair (Chronicles of Narnia, #5)",C.S. Lewis,3.96,330756,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661032839i/65641._SY75_.jpg,8
Educated,Tara Westover,4.47,1860169,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1506026635i/35133922._SY75_.jpg,8
"The Scorch Trials (The Maze Runner, #2)",James Dashner,3.89,642190,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388240248i/7631105._SY75_.jpg,8
"As Good As Dead (A Good Girl's Guide to Murder, #3)",Holly  Jackson,4.19,568029,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1623112782i/56905097._SY75_.jpg,8
"A Dog's Purpose (A Dog's Purpose, #1)",W. Bruce Cameron,4.36,140009,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1564936796i/7723542._SY75_.jpg,8
"Hunted (House of Night, #5)",P.C. Cast,3.93,191127,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438042897i/4134071._SY75_.jpg,8
The Merchant of Venice,William Shakespeare,3.77,202830,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327871054i/24128._SY75_.jpg,8
Interpreter of Maladies,Jhumpa Lahiri,4.18,206394,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442586143i/5439._SY75_.jpg,8
Before I Fall,Lauren Oliver,3.88,346165,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361044695i/6482837._SY75_.jpg,8
"Captive in the Dark (The Dark Duet, #1)",C.J. Roberts,3.93,75018,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1315343569i/12513614._SX50_.jpg,8
The Bluest Eye,Toni Morrison,4.13,301001,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388208495i/11337._SX50_.jpg,8
"The House in the Cerulean Sea (Cerulean Chronicles, #1)",T.J. Klune,4.36,967168,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1569514209i/45047384._SY75_.jpg,8
"The Secret (The Secret, #1)",Rhonda Byrne,3.74,533414,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659289885i/52529._SX50_.jpg,8
"Inheritance (The Inheritance Cycle, #4)",Christopher Paolini,4.17,310968,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390886502i/7664041._SX50_.jpg,8
"Inferno (Robert Langdon, #4)",Dan    Brown,3.9,594291,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534070896i/17212231._SY75_.jpg,8
"Wicked Lovely (Wicked Lovely, #1)",Melissa Marr,3.7,166313,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327814035i/305234._SX50_.jpg,8
"The Bean Trees (Greer Family, #1)",Barbara Kingsolver,4.01,174678,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443483961i/30868._SY75_.jpg,8
"P.S. I Love You (P.S. I Love You, #1)",Cecelia Ahern,4.04,397699,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392344536i/366522._SX50_.jpg,8
"Prince Caspian (Chronicles of Narnia, #3)",C.S. Lewis,3.98,484644,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308814880i/121749._SY75_.jpg,8
"The Blood of Olympus (The Heroes of Olympus, #5)",Rick Riordan,4.43,390974,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464201441i/18705209._SY75_.jpg,8
A Brief History of Time,Stephen W. Hawking,4.21,479318,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333578746i/3869._SX50_.jpg,8
Gravity’s Rainbow,Thomas Pynchon,4.01,48226,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1657594227i/415._SY75_.jpg,8
"The Queen of the Damned (The Vampire Chronicles, #3)",Anne Rice,3.93,161893,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327871992i/43758._SY75_.jpg,8
House of Leaves,Mark Z. Danielewski,4.09,200438,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403889034i/24800._SX50_.jpg,8
"House of Earth and Blood (Crescent City, #1)",Sarah J. Maas,4.45,1129800,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559142847i/44778083._SY75_.jpg,8
All the King's Men,Robert Penn Warren,4.09,66635,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342193852i/5527._SY75_.jpg,8
No One Can Know,Kate Alice Marshall,3.65,81547,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1684451250i/127305892._SY75_.jpg,8
"The Eyre Affair (Thursday Next, #1)",Jasper Fforde,3.88,137255,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1445540555i/27003._SY75_.jpg,8
One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,3.98,125151,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574794164i/17125._SY75_.jpg,8
Invisible Monsters,Chuck Palahniuk,4.0,151512,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1508534066i/36236125._SX50_.jpg,8
"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,4.19,400651,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1673728072i/77197._SY75_.jpg,8
If We Were Villains,M.L. Rio,4.09,411105,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480717682i/30319086._SY75_.jpg,8
"Viciously Yours (Fae Kings of Eden, #1)",Jamie Applegate Hunter,3.59,44121,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1753442907i/205404157._SY75_.jpg,8
The Iliad,Homer,3.93,509645,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1625333695i/1371._SX50_.jpg,8
Twenty Thousand Leagues Under the Sea,Jules Verne,3.89,276560,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494979127i/33507._SX50_.jpg,8
Taming Flame,Therisa Peimer,4.28,16707,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1658244114i/61608233._SX50_.jpg,8
Foucault’s Pendulum,Umberto Eco,3.91,74895,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1396645125i/17841._SY75_.jpg,8
"Lover Eternal (Black Dagger Brotherhood, #2)",J.R. Ward,4.32,202417,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1300845974i/35729._SY75_.jpg,8
"Poison Study (Study, #1)",Maria V. Snyder,4.09,175973,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388519019i/60510._SY75_.jpg,8
"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,4.05,441399,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335860740i/7869._SY75_.jpg,8
"The Midnight Library (The Midnight World, #1)",Matt Haig,3.98,2457384,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1602190253i/52578297._SY75_.jpg,8
The Ocean at the End of the Lane,Neil Gaiman,4.01,657670,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497098563i/15783514._SY75_.jpg,8
Gray After Dark,Noelle W. Ihli,4.18,106542,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1708240567i/204787816._SY75_.jpg,8
Seabiscuit: An American Legend,Laura Hillenbrand,4.23,168449,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1171644213i/110737._SY75_.jpg,8
The Memory Keeper's Daughter,Kim Edwards,3.7,611817,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631287935i/10441._SY75_.jpg,8
Because of Winn-Dixie,Kate DiCamillo,4.1,279264,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456871914i/357664._SX50_.jpg,8
The Club,Ellery Lloyd,3.28,126186,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1644230879i/58536005._SY75_.jpg,8
"Think Twice (Myron Bolitar, #12)",Harlan Coben,4.23,49315,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1697047908i/198494009._SY75_.jpg,8
A People’s History of the United States: 1492 - Present,Howard Zinn,4.09,266166,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494279423i/2767._SY75_.jpg,8
The Night Before Christmas,Clement Clarke Moore,4.4,128313,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388370094i/196970._SX50_.jpg,8
"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,4.1,994250,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432730356i/1582996._SY75_.jpg,8
Mythology,Edith Hamilton,4.04,59964,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1305000423i/23522._SY75_.jpg,8
"Guards! Guards! (Discworld, #8; City Watch, #1)",Terry Pratchett,4.34,235834,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431127356i/64216._SY75_.jpg,8
Peace Like a River,Leif Enger,4.03,101600,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436139976i/227571._SY75_.jpg,8
"Simon vs. the Homo Sapiens Agenda (Simonverse, #1)",Becky Albertalli,4.13,467271,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1402915678i/19547856._SY75_.jpg,8
Ask for Andrea,Noelle W. Ihli,4.08,212780,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1642696843i/60168787._SX50_.jpg,8
The History of Love,Nicole Krauss,3.92,140833,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327911009i/3867._SY75_.jpg,8
"One of Us Is Lying (One of Us is Lying, #1)",Karen M. McManus,3.91,1061176,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1632078539i/58679358._SY75_.jpg,8
"Where She Went (If I Stay, #2)",Gayle Forman,3.97,305429,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347810457i/8492825._SX50_.jpg,8
"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,4.56,591109,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1628563911i/2767793._SY75_.jpg,8
"The Talisman (The Talisman, #1)",Stephen  King,4.11,141488,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170530286i/59219._SX50_.jpg,8
Native Son,Richard Wright,4.04,104637,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1627788308i/15622._SX50_.jpg,8
Head Like a Hole,Andrew Van Wey,3.83,5896,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659300362i/61800582._SY75_.jpg,8
"Oedipus Rex  (The Theban Plays, #1)",Sophocles,3.73,237361,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388182316i/1554._SY75_.jpg,8
"The Fiery Cross (Outlander, #5)",Diana Gabaldon,4.26,226918,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407366842i/10967._SY75_.jpg,8
"The Murder of Roger Ackroyd (Hercule Poirot, #4)",Agatha Christie,4.26,346309,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389734015i/16328._SY75_.jpg,8
Grimm's Fairy Tales,Jacob Grimm,4.23,221267,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386705031i/19351490._SX50_.jpg,8
The Roommate,Kiersten Modglin,3.76,13544,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1613149059i/57040367._SY75_.jpg,9
"Once Upon a Broken Heart (Once Upon a Broken Heart, #1)",Stephanie Garber,4.06,661176,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1615486938i/55987278._SY75_.jpg,9
"Oryx and Crake (MaddAddam, #1)",Margaret Atwood,4.0,287431,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1668379066i/46756._SY75_.jpg,9
Archer's Voice,Mia Sheridan,4.17,673781,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1656593818i/32822135._SY75_.jpg,9
"A Breath of Snow and Ashes (Outlander, #6)",Diana Gabaldon,4.44,191689,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1734099153i/10965._SY75_.jpg,9
The Yellow Wallpaper and Other Stories,Charlotte Perkins Gilman,4.07,358603,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327909237i/99300._SY75_.jpg,9
"The Killer Angels (The Civil War Trilogy, #2)",Michael Shaara,4.33,91909,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355371689i/682804._SX50_.jpg,9
"Champion (Legend, #3)",Marie Lu,4.31,233447,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382652310i/14290364._SY75_.jpg,9
"Gone (Gone, #1)",Michael  Grant,3.87,210389,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357796831i/2536134._SY75_.jpg,9
"The Ballad of Never After (Once Upon a Broken Heart, #2)",Stephanie Garber,4.49,478143,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1716011416i/59808071._SY75_.jpg,9
"One for the Money (Stephanie Plum, #1)",Janet Evanovich,4.05,578892,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316730230i/6853._SY75_.jpg,9
I Am Legend and Other Stories,Richard Matheson,4.0,136364,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1317791583i/547094._SY75_.jpg,9
Look Closer,David Ellis,4.15,155210,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1650843418i/59316367._SY75_.jpg,9
Watchers,Dean Koontz,4.19,171926,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532695250i/32423._SY75_.jpg,9
Starship Troopers,Robert A. Heinlein,4.01,246350,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1614054412i/17214._SY75_.jpg,9
"Not Forever, But For Now",Chuck Palahniuk,3.03,5031,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1687711848i/101145468._SY75_.jpg,9
"Shadowfever (Fever, #5)",Karen Marie Moning,4.39,112802,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439940228i/7304203._SY75_.jpg,9
If on a Winter's Night a Traveler,Italo Calvino,4.01,112012,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1763828460i/374233._SY75_.jpg,9
"Left Behind (Left Behind, #1)",Tim LaHaye,3.86,247259,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406505054i/27523._SY75_.jpg,9
From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,4.16,219221,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327784751i/3980._SY75_.jpg,9
The Girl Who Was Taken,Charlie Donlea,4.16,176526,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522156793i/39657755._SY75_.jpg,9
"Night Watch (Discworld, #29; City Watch, #6)",Terry Pratchett,4.5,118735,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320518310i/47989._SY75_.jpg,9
"Darkfever (Fever, #1)",Karen Marie Moning,4.05,190100,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1726371112i/112750._SY75_.jpg,9
The Purpose Driven Life: What on Earth Am I Here for?,Rick Warren,3.98,292776,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440111652i/56495._SY75_.jpg,9
"Corrupt (Devil's Night, #1)",Penelope Douglas,3.78,426645,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1621729447i/58124274._SY75_.jpg,9
"Scythe (Arc of a Scythe, #1)",Neal Shusterman,4.32,413101,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456172676i/28954189._SY75_.jpg,9
"Death on the Nile (Hercule Poirot, #18)",Agatha Christie,4.12,306379,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486837149i/131359._SY75_.jpg,9
Cosmos,Carl Sagan,4.4,158971,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388620656i/55030._SX50_.jpg,9
The Magus,John Fowles,4.05,63903,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441323311i/16286._SY75_.jpg,9
The Blind Assassin,Margaret Atwood,3.96,163545,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451445426i/78433._SY75_.jpg,9
The Shards,Bret Easton Ellis,4.0,43557,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1658241203i/60880820._SX50_.jpg,9
